sku,pagepath,dsc_image_url,product_name
GE779AA04PO4JNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/07/916131/1.jpg,Men's Denim Plus Size Long Sleeve Shirt - Denim
FA203AA1HDFM6NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/89/646414/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
FA203MW06GNNQNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/10/854854/1.jpg,Plain Navy-blue Longsleeve Fashion Shirts For Men
FA203AA0COZSANAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/21/321514/1.jpg,Plain Formal Long Sleeve Shirt - Sky Blue
DA476AA0G5109NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/27/108441/1.jpg,Long Sleeve T-Shirt- Black & Grey
FA203MW0NTSMCNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/40/021284/1.jpg,Mens Dress Shirts Long Sleeve Business Shirts
FA203AA0AMS72NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/17/859134/1.jpg,Corporate Men's Stripe Long Sleeve Shirt
FA203AA06PREWNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/11/279624/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA0GCBVYNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/27/449134/1.jpg,Corporate Men's Design Long Sleeve Shirt
FA203AA0GSXP0NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/28/223892/1.jpg,Men's Long Sleeve Vintage Shirts - A020
FA203AA1ERBTUNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/85/255842/1.jpg,Men's Classic Design Long Sleeve Shirt
FA203AA17T32ANAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/73/580482/1.jpg,Men's Classic Design Long Sleeve Shirt
FA203MW0SA484NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/47/501284/1.jpg,Mens Dress Shirts Long Sleeve Business Shirts
FA203MW0PVMMFNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/43/466055/1.jpg,Men's 2 In 1 Plain Long-Sleeve Fitted Shirt-White And Blue
FA203MW0LDZM9NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/35/924625/1.jpg,Men's Plus Size Long Sleeve Printed Shirt
YI782AA0T6A8MNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/49/00207/1.jpg,Spring Autumn Fashion Polka Dot Shirts Men New Arrival Long Sleeve Dress Shirts Slim Fit Camisa Casual Male Shirts-blue
FA203AA0XIKP4NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/56/29396/1.jpg,Plain Formal Long Sleeve Oxford Shirt - Pink
FA203AA1ML1LQNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/98/399582/1.jpg,V-Neck Design Men's Casual Lapel Long Sleeve Polo Shirt Blue
FA203AA0794UYNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/12/183514/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
FA203MW05TMCGNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/09/780064/1.jpg,4 Men's Plain Long Sleeve Shirt Pink/White/Navy/ Sky Blue
FA203MW0IOIP4NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/31/377064/1.jpg,Classy Cotton Dark Blue Cufflinks Long Sleeve Shirt
FA203MW07HNG6NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/12/580854/1.jpg,Men Unique 2 IN 1 Long Sleeve Shirts (Multi Color).
FA203MW0AIVJRNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/17/676855/1.jpg,Quality Long Sleeve Designer Men's Shirt - White
FA203AA0WJ9FYNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/54/646414/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA07LO16NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/12/768234/1.jpg,Corporate Men's Design Long Sleeve Shirt
FA203AA0N08N9NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/38/642373/1.jpg,Men's Plain  Long Sleeve Shirt-Blue
FA203AA1N5WUSNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/99/373204/1.jpg,Mens Dress Shirts Long Sleeve Formal Shirt Dark Blue
FA203AA0G2ZISNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/27/013204/1.jpg,Mens Long Sleeve Dress Shirts Business Formal Shirt DarkBlue
FA203AA19LZ1WNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/76/607924/1.jpg,6 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA0WRX3YNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/55/050334/1.jpg,Corporate Men's Design Long Sleeve Shirt
FA203AA05CBOANAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/08/973082/1.jpg,Men's Long Sleeve Shirt - White
MA361AA06IOVSNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/10/949752/1.jpg,Pink Long Sleeve Shirt
AR869AA1FERTGNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/86/349652/1.jpg,Men Official Long Sleeve Shirt - Sky Blue
GE779AA1JACKMNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/92/861734/1.jpg,SALE! Women Boat Neck Striped Solid Raglan Long Sleeve Sports Tunic T Shirt Tops White
FA203AA0PVHKQNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/43/459514/1.jpg,6 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA1JHG3INAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/93/192894/1.jpg,"3 In 1 Fitted Office Long Sleeve Shirt-white,wine,black"
JU695AA1IR31YNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/91/962934/1.jpg,Fitted Long Sleeve T-Shirt - Black
FA203AA0S8JIPNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/47/427793/1.jpg,Floral Printed Long Sleeves Shirt - PURPLISH BLUE
LO851AA04O2KNNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/07/841543/1.jpg,Formal Men's Long Sleeves Dresses Shirts-Black.
FA203AA0SIIGCNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/47/892972/1.jpg,Classic Plaid Design Men Long Sleeve 100% Cotton Shirt Pink
LO851AA02NYW7NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/04/477543/1.jpg,0118 Africa Ethnic Men's Long Sleeves Dress T Shirts-Blue.
FA203MW0TEU9CNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/49/401264/1.jpg,Plain Purple  Longsleeve Fashion Shirts For Men
FA203AA0SNW9CNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/48/144144/1.jpg,4 In 1 Men's Unique Design Long Sleeve Shirt
GE779AA0N7I55NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/38/981273/1.jpg,Long Sleeve Plain White Office Shirt
FA203AA0XNZIUNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/56/546454/1.jpg,4 In 1 Men's Classic Design Long Sleeve Shirt.
FA203AA0ABUVBNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/17/349383/1.jpg,6 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA0L2EF9NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/35/383941/1.jpg,Men Shirt White Long Sleeve
MA292AA0C9B4GNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/20/589712/1.jpg,Mens Elegant Long Sleeve Shirt 4 In 1 - Multi Colour
FA203MW0UAZOKNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/50/901284/1.jpg,Mens Dress Shirts Long Sleeve Business Shirts
FA203MW0URDMNNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/51/665855/1.jpg,Plain Pink Longsleeve Fashion Shirts For Men
FA203AA0OHYEUNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/41/148534/1.jpg,Corporate Long Sleeve Shirts For Men Office Wear Navy Blue
MA292AA1577EKNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/69/200444/1.jpg,6 In 1 Men's Plain Classic Long Sleeve Shirt
FA203AA0EZTB9NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/25/185573/1.jpg,Four-in-One Men's Formal Long Sleeve Shirts-wine+pink+white+skyblue
FA203AA11YDZ9NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/63/750213/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA0K69C0NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/33/884352/1.jpg,Men's Classic Design Long Sleeve Shirt
FA203AA0ATNHKNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/18/179624/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA048WT6NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/07/134234/1.jpg,Set-of-Four Long Sleeve Shirt For Men-Multi
FA203AA0GKITZNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/27/831383/1.jpg,A Casual Shirt With A Square Neck And Long Sleeves-Dark Blue
FA203AA1IRDGXNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/91/976433/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA0BLJ8INAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/19/480482/1.jpg,Men's Classic Design Long Sleeve Shirt
FA203AA02YEG9NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/04/964265/1.jpg,2 In 1 Men's Classic Design Long Sleeve Office Plain Shirt
FA203AA1IBQ7QNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/91/246454/1.jpg,4 In 1 Men's Classic Design Long Sleeve Shirt.
FA203AA0DQJECNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/23/073204/1.jpg,Mens Dress Shirts Long Sleeve Formal Shirt Blue
YI782AA043AUJNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/06/872491/1.jpg,Men Shirt Fashion Long Sleeve Shirt New Palace Style Embroidery Slim Fit Male Shirts Turn-Down Collar Shirt Casual Shirt- White
FA203AA10QHGKNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/61/70186/1.jpg,Plain Formal Long Sleeve Oxford Shirt - White
FA203AA0EV2JTNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/24/964265/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA07RYBSNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/13/061512/1.jpg,Men's Plain  Long Sleeve Shirt-Blue
FA203AA0LHL6WNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/36/092552/1.jpg,Men's Solid Color Long Sleeve Shirt - Light Blue
FA203AA1CPU5PNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/81/827053/1.jpg,Ethnic Wind Printed Long Sleeve Shirt Men's Set 2 In 1 Casual Trousers
FA203AA0JHVAMNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/32/746414/1.jpg,2 In 1 Men's Classic Design Long Sleeve Shirt
LO851AA1EANAFNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/84/477543/1.jpg,0118 Africa Ethnic Men's Long Sleeves Dress T Shirts-Light Blue.
FA203AA0V03XWNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/52/073204/1.jpg,Mens Dress Shirts Long Sleeve Formal Shirt Black
FA203AA0HBZW4NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/29/113204/1.jpg,Mens Long Sleeve Dress Shirts Business Formal Shirt White
FA203AA04H0HPNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/07/512253/1.jpg,6 In 1 Men's Classic Design Long Sleeve Shirt
FA203AA07QHMCNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/12/993204/1.jpg,Mens Dress Shirts Long Sleeve Business Shirts Red
FA203AA12DQ5UNAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/64/465842/1.jpg,Men's Classic Design Long Sleeve Shirt
MA361AA0P2PF0NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/42/116652/1.jpg,Marks And Spencer Burgundy Long Sleeve Shirt
FA203MW0CEZPINAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/20/854854/1.jpg,Plain Black Longsleeve Fashion Shirts For Men
GE779AA02NU21NAFAMZ,/mens-dress-shirts/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/04/471273/1.jpg,Long Sleeve Office Shirt With Blue And White Stripes
